locus_tag,gene,rSS_average
BSU18830,pps,0.844406626
BSU18840,xynA,1.095063951
BSU18849,yozV,1.113766405
BSU18850,yobD,1.01229745
BSU18860,yozH,0.954952014
BSU18870,yozI,1.001335835
BSU18880,yobE,0.930928577
BSU18890,yobF,1.062479287
BSU18898,yozW,1.0549425
BSU18899,yozX,0.843856254
BSU18900,yozJ,0.944620791
BSU18908,yozY,1.129736088
BSU18909,yozZ,1.062993159
BSU18910,rapK,1.123719928
BSU18920,phrK,0.251123725
BSU18930,yobH,0.891781361
BSU18940,yozK,1.101103302
BSU18950,yozL,1.028275997
BSU18960,yozM,1.024962517
BSU18970,yobI,1.123996483
BSU18979,yoyA,0.850264056
BSU18980,yobJ,1.039811649
BSU18990,yobK,1.109719962
BSU19000,yobL,1.004568514
BSU19010,yobM,1.025602464
BSU19020,yobN,0.925725073
BSU19030,yobO,1.048980376
BSU19040,csaA,1.028358078
BSU19050,yobQ,0.975569727
BSU19060,yobR,1.140472804
BSU19070,yobS,0.917031717
BSU19080,yobT,1.047985932
BSU19090,yobU,1.031878984
BSU19100,yobV,1.059320853
BSU19110,yobW,0.858408739
BSU19120,czrA,0.760906691
BSU19130,yocA,1.005859756
BSU19150,yocB,0.927707913
BSU19160,yocC,1.113914606
BSU19170,yocD,1.13084635
BSU19180,des,0.977610393
BSU19190,desK,1.054622107
BSU19200,desR,1.003532366
BSU19210,yocH,1.077880247
BSU19220,yocI,0.931780216
BSU19230,yocJ,1.093507089
BSU19240,yocK,0.986815314
BSU19250,yocL,1.076765127
BSU19259,yoyB,0.985862232
BSU19260,yocM,0.944830149
BSU19270,yozN,0.92895908
BSU19280,yocN,1.131817795
BSU19290,yozO,1.101025818
BSU19300,yozC,0.900824748
BSU19310,dhaS,1.000935192
BSU19320,sqhC,0.897326498
BSU19330,sodF,0.899414397
BSU19340,yocR,0.85711544
BSU19350,yocS,1.151270487
BSU19380,yojO,1.108523731
BSU19390,yojN,1.016295893
BSU19400,sodC,1.151947608
BSU19410,cwlS,1.046045489
BSU19420,yojK,1.109646423
BSU19430,yojJ,0.67895976
BSU19440,norM,1.021271181
BSU19450,rsbRC,1.043178178
BSU19460,yojG,1.03371376
BSU19470,yojF,1.191472632
BSU19479,yoyC,1.010266031
BSU19480,yojE,1.059413365
BSU19490,gerT,0.804875827
BSU19510,yojB,1.047038461
BSU19520,yojA,1.142569849
BSU19530,yodA,1.101890336
BSU19540,yodB,0.948605337
BSU19550,yodC,1.050666501
BSU19560,yodD,0.929399474
BSU19570,yodE,0.951949722
BSU19579,yoyD,1.040208995
BSU19580,yodF,1.009236329
BSU19590,ctpA,0.955958979
BSU19600,yodH,1.093066883
BSU19610,yodI,1.120131727
BSU19620,yodJ,0.965288089
BSU19630,deoD,0.976104967
BSU19639,yoyE,1.010334843
BSU19640,yodL,0.920006929
BSU19650,yodM,0.851318331
BSU19660,yozD,1.017219078
BSU19669,yoyF,0.824590714
BSU19689,yokU,1.00440594
BSU19690,kamA,0.91547721
BSU19700,yodP,0.987453747
BSU19710,yodQ,1.023252226
BSU19720,yodR,1.060464371
BSU19730,yodS,1.069688952
BSU19740,yodT,1.042034592
BSU19749,yoyG,0.937140447
BSU19750,cgeE,1.097180253
BSU19760,cgeD,0.908414304
BSU19770,cgeC,1.182050052
BSU19780,cgeA,1.031879986
BSU19790,cgeB,0.860271311
BSU19800,phy,0.950027173
BSU19810,ypqP,0.891451207
BSU19820,yotN,0.925792069
BSU19830,yotM,0.849788837
BSU19840,yotL,0.904085985
BSU19870,yotI,1.039093723
BSU19880,yotH,0.898115521
BSU19900,yotF,0.945919132
BSU19910,yotE,0.853297795
BSU19920,yotD,0.884501392
BSU19930,yotC,0.554036621
BSU19940,yotB,0.808210956
BSU19950,sspC,0.981880118
BSU19970,yosX,0.83953938
BSU19980,yosW,0.995368286
BSU19990,yosV,0.97004218
BSU19999,yojW,0.919970149
BSU20000,yosU,1.121315882
BSU20010,yosT,0.966646839
BSU20020,yosS,1.038030343
BSU20030,yosR,1.134800246
BSU20040,yosP,1.012821025
BSU20050,yosQ,0.981231597
BSU20070,nrdIB,0.540839742
BSU20080,yosL,0.911889742
BSU20090,yosK,0.962312108
BSU20100,yosJ,1.070947015
BSU20110,yosI,1.093072383
BSU20120,yosH,1.028428174
BSU20130,yosG,0.872834928
BSU20140,yosF,1.005064361
BSU20150,yosE,1.00905963
BSU20160,yosD,0.978278735
BSU20170,yosC,0.742419778
BSU20180,yosB,0.973991946
BSU20190,yosA,1.081413551
BSU20200,yorZ,1.048895855
BSU20210,yorY,1.063002727
BSU20220,yorX,1.096239726
BSU20230,yorW,1.128953414
BSU20240,yorV,1.059759447
BSU20250,mtbP,1.065764519
BSU20260,yorT,1.024043418
BSU20270,yorS,0.993528007
BSU20280,yorR,1.061527682
BSU20290,yorQ,1.006880505
BSU20300,yorP,0.987146823
BSU20310,yorO,0.864852657
BSU20320,yorN,1.165489782
BSU20330,yorM,1.035062066
BSU20340,yorL,1.054622698
BSU20350,yorK,0.942715095
BSU20360,yorJ,0.935133491
BSU20370,yorI,0.964393035
BSU20380,yorH,1.105046615
BSU20390,yorG,1.107315921
BSU20400,yorF,0.974614495
BSU20410,yorE,1.083455822
BSU20420,yorD,0.991558977
BSU20430,yorC,0.979746031
BSU20440,yorB,1.012110771
BSU20450,yorA,1.119136693
BSU20460,yoqZ,0.993540064
BSU20470,yoqY,1.034613618
BSU20480,yoqX,0.922189662
BSU20490,yoqW,1.023281561
BSU20500,ligB,1.281396413
BSU20510,yoqU,0.952667612
BSU20520,yoqT,0.982724588
BSU20530,yoqS,0.996493836
BSU20540,yoqR,1.029348278
BSU20550,yoqP,0.933616175
BSU20560,yoqO,0.977514123
BSU20570,yoqN,0.974045404
BSU20580,yoqM,1.093528909
BSU20590,yoqL,1.001483359
BSU20600,yoqK,1.03567976
BSU20610,yoqJ,0.64309599
BSU20620,yoqI,0.966345598
BSU20630,yoqH,0.838517728
BSU20640,yoqG,0.824536539
BSU20660,yoqE,0.637997984
BSU20680,yoqC,0.916356638
BSU20690,yoqB,0.819725095
BSU20700,yoqA,1.0434244
BSU20710,yopZ,1.006078654
BSU20720,yopY,0.515401147
BSU20730,yopX,0.645401206
BSU20740,yopW,0.666514459
BSU20750,yopV,0.911470424
BSU20760,yopU,1.07440116
BSU20770,yopT,0.903949751
BSU20780,yopS,0.929314041
BSU20800,yopQ,0.15321912
BSU20810,yopP,1.032999692
BSU20820,yopO,1.041831683
BSU20830,yopN,1.024291825
BSU20840,yopM,1.110251784
BSU20850,yopL,0.676050715
BSU20860,yopK,0.944594404
BSU20870,yopJ,0.983772183
BSU20880,yopI,0.936757769
BSU20890,yopH,1.020914956
BSU20900,yopG,1.031505406
BSU20910,yopF,0.924225332
BSU20920,yopE,0.699205194
BSU20928,yoyH,1.097160916
BSU20929,yoyI,1.164287134
BSU20930,yopD,1.339955305
BSU20940,yopC,1.244953134
BSU20950,yopB,0.990350157
BSU20960,yopA,0.922943356
BSU20970,yonX,0.460935318
BSU20980,yonV,0.952070319
BSU20990,yonU,0.88718948
BSU20999,yoyJ,1.018445756
BSU21000,yonT,0.914875936
BSU21010,yonS,1.063341858
BSU21020,yonR,0.955531985
BSU21030,yonP,0.960591591
BSU21040,yonO,0.809961806
BSU21050,yonN,1.013939428
BSU21060,yonK,1.053983405
BSU21080,yonI,0.752866868
BSU21090,yonH,1.131162468
BSU21100,yonG,0.974795814
BSU21110,yonF,1.040688667
BSU21120,yonE,1.013363999
BSU21130,yonD,1.023768137
BSU21140,yonC,1.043425568
BSU21150,yonB,0.961679403
BSU21160,yonA,1.206347531
BSU21170,yomZ,0.820725276
BSU21180,yomY,1.078244179
BSU21190,yomX,0.971161898
BSU21200,yomW,1.004558969
BSU21210,yomV,0.889103968
BSU21220,yomU,0.956830174
BSU21229,youA,0.981110856
BSU21230,yomT,0.841379626
BSU21240,yomS,0.994105281
BSU21250,yomR,1.006668118
BSU21260,yomQ,0.947502054
BSU21270,yomP,1.101807948
BSU21280,yomO,1.060762411
BSU21290,yomN,1.03809999
BSU21300,yomM,1.167961331
BSU21310,yozP,1.080850238
BSU21320,yomL,1.209972213
BSU21329,youB,0.919646787
BSU21330,yomK,1.150536606
BSU21340,yomJ,1.106799448
BSU21350,yomI,1.089631981
BSU21360,yomH,0.999581011
BSU21370,yomG,1.114393402
BSU21380,yomF,1.049356759
BSU21390,yomE,1.14594083
BSU21400,yomD,0.991001967
BSU21410,blyA,1.19864574
BSU21420,bhlA,1.063861452
BSU21430,bhlB,1.084154588
BSU21440,bdbB,1.311642689
BSU21450,yolJ,1.055437811
BSU21460,bdbA,1.158072324
BSU21470,sunT,1.107899513
BSU21480,sunA,0.985531279
BSU21490,sunI,1.021663684
BSU21500,uvrX,1.059776149
BSU21510,yolD,1.144430381
BSU21520,yolC,0.966208966
BSU21530,yolB,0.96848402
BSU21540,yolA,1.072581028
BSU21550,yokL,1.030124903
BSU21560,yokK,0.993553332
BSU21570,yokJ,1.115988622
BSU21580,yokI,1.15315158
BSU21590,yokH,1.030190874
BSU21598,yoyK,1.078405045
BSU21599,yoyK,1.066044269
BSU21600,yokG,1.035255734
BSU21610,yokF,0.845191184
BSU21620,yokE,0.929205067
BSU21630,yokD,1.059112313
BSU21640,yokC,1.077996847
BSU21650,yokB,1.049718583
BSU21660,yokA,0.939990616
BSU21670,ypqP,1.025530536
BSU21680,msrB,1.174800834
BSU21690,msrA,0.890767044
BSU21700,ypoP,0.892038948
BSU21710,dinF,0.915947498
BSU21720,ypmT,1.007291778
BSU21730,ypmS,1.016470691
BSU21740,ypmR,1.031198566
BSU21750,scuA,1.070617286
BSU21760,ypmP,1.076530885
BSU21780,yplP,0.861672262
BSU21790,yplQ,0.969746271
BSU21800,ypkP,1.11908712
BSU21820,thyB,0.82925448
BSU21830,ypjQ,0.989576582
BSU21840,ypjP,1.088982936
BSU21850,ypiP,1.013646716
BSU21860,yphP,1.032879584
BSU21880,ypgR,1.159051009
BSU21890,ypgQ,1.022053579
BSU21900,bsaA,1.042760042
BSU21910,metA,0.736512397
BSU21920,ugtP,0.439953726
BSU21940,degR,0.859757446
BSU21950,ypzA,1.024571566
BSU21960,ypeQ,0.884089957
BSU21970,ypeP,1.014358368
BSU21980,ypdP,0.866253232
BSU21990,ypdQ,1.039968691
BSU22000,sspL,1.023761402
BSU22010,exoA,1.153076464
BSU22019,ypzF,1.042582341
BSU22020,ypbS,0.921891035
BSU22040,ypbQ,1.052463326
BSU22050,bcsA,1.015555011
BSU22060,pbuX,1.016611789
BSU22070,xpt,0.953519595
BSU22080,ypwA,1.106277942
BSU22090,kdgT,1.023169987
BSU22100,kdgA,1.08495959
BSU22110,kdgK,1.108090291
BSU22120,kdgR,0.807567759
BSU22130,kduI,1.053467031
BSU22140,kduD,1.133469748
BSU22160,yptA,1.013793711
BSU22169,ypzG,1.120963027
BSU22170,ypsC,0.994066671
BSU22180,gpsB,0.842150314
BSU22190,ypsA,0.956675591
BSU22200,cotD,0.793407285
BSU22210,yprB,0.952201743
BSU22220,yprA,0.987294051
BSU22230,ypqE,0.976673296
BSU22240,ypqA,0.874583296
BSU22250,yppG,0.745356784
BSU22260,yppF,0.988891937
BSU22270,yppE,0.851323781
BSU22280,yppD,0.97912458
BSU22290,sspM,0.899460591
BSU22300,yppC,0.199479208
BSU22320,ponA,0.284141197
BSU22330,ypoC,1.06407389
BSU22340,nth,1.049056769
BSU22360,asnS,1.005938992
BSU22380,ypmB,0.99565406
BSU22400,dinG,0.878998945
BSU22460,ypjH,1.074164745
BSU22470,ypjG,1.103097793
BSU22480,mgsA,1.102014783
BSU22500,ypjD,0.977201998
BSU22510,ypjC,1.048018815
BSU22520,ypjB,0.810579175
BSU22530,ypjA,0.478705146
BSU22540,qcrC,0.411286294
BSU22550,qcrB,0.765607493
BSU22560,qcrA,0.752951284
BSU22570,ypiF,0.882312641
BSU22580,ypiB,0.761068331
BSU22590,ypiA,1.132677293
BSU22640,trpB,1.029419877
BSU22650,trpF,0.979424435
BSU22660,trpC,0.988033854
BSU22670,trpD,0.975748446
BSU22680,trpE,1.045120445
BSU22690,aroH,0.961783862
BSU22720,cheR,0.806928388
BSU22730,ndk,0.117616041
BSU22750,menH,0.50396157
BSU22770,mtrB,0.572331875
BSU22800,spoIVA,0.094471653
BSU22810,yphF,0.356018238
BSU22820,yphE,0.8113901
BSU22849,ypzH,0.971598289
BSU22850,seaA,1.186283049
BSU22860,yphA,0.868861499
BSU22869,ypzI,0.946533906
BSU22870,fni,0.785582678
BSU22880,ypfD,0.156044004
BSU22900,ypfB,1.019547414
BSU22910,ypfA,1.023289524
BSU22920,ypeB,0.888760553
BSU22930,sleB,0.9953133
BSU22940,prsW,1.158721838
BSU22950,ypdA,1.121380249
BSU22960,gudB,0.884039417
BSU22970,mecB,0.335993392
BSU22980,ypbG,0.292918048
BSU22990,ypbF,0.529724486
BSU23000,ypbE,1.076796747
BSU23010,ypbD,1.062401084
BSU23020,recQ,1.086179696
BSU23030,ypbB,1.131683619
BSU23050,fmnP,1.154759645
BSU23060,ypzE,1.131243182
BSU23090,rsiX,0.299749674
BSU23100,sigX,1.007131731
BSU23110,resE,0.74112095
BSU23130,resC,0.719964376
BSU23150,resA,0.672672837
BSU23160,rluB,0.399674109
BSU23170,spmB,0.168648091
BSU23180,spmA,0.317604746
BSU23190,dacB,0.382066074
BSU23200,ypuI,1.077172115
BSU23230,ypuF,0.897405985
BSU23240,ypzK,0.788827299
BSU23250,ribH,0.980662722
BSU23260,ribAB,1.120353333
BSU23270,ribE,1.091536349
BSU23280,ribD,1.242203036
BSU23300,ypuD,1.079220745
BSU23310,sipS,1.134618922
BSU23320,ypzC,1.096923739
BSU23328,ypzJ,1.001723836
BSU23329,ypuC,1.020222413
BSU23330,ypuC,1.06642607
BSU23340,ypuB,1.134376734
BSU23350,ypzD,0.973898885
BSU23360,ppiB,0.869429932
BSU23370,ypuA,0.926203093
BSU23390,spoVAF,0.930570441
BSU23401,spoVAEA,0.810395852
BSU23402,spoVAEB,0.373696937
BSU23410,spoVAD,0.481062894
BSU23420,spoVAC,0.359447092
BSU23430,spoVAB,0.644267961
BSU23440,spoVAA,0.709945963
BSU23450,sigF,0.035905136
BSU23460,spoIIAB,0.054343279
BSU23470,spoIIAA,0.032269602
BSU23480,dacF,0.044021534
BSU23490,pupG,1.010924553
BSU23500,drm,1.028795559
BSU23519,yqzK,0.381812261
BSU23530,spoIIM,0.011070032
BSU23540,yqkK,1.007350376
BSU23550,mleA,1.172712579
BSU23560,mleN,1.132191703
BSU23570,ansB,0.631166777
BSU23580,ansA,0.781381767
BSU23590,ansR,0.860360818
BSU23600,yqxK,1.1014012
BSU23610,nudF,1.249627073
BSU23620,yqkF,0.936845755
BSU23630,yqkE,1.223587366
BSU23640,yqkD,1.009347303
BSU23650,yqkC,0.983721836
BSU23660,yqkB,0.901816809
BSU23670,yqkA,0.77171855
BSU23680,yqjZ,0.939099536
BSU23690,yqjY,0.89727136
BSU23700,yqjX,0.932069422
BSU23710,polYB,0.796945951
BSU23720,yqzH,1.009660042
BSU23730,yqjV,1.066847841
BSU23740,yqjU,1.004169238
BSU23750,yqjT,1.042558214
BSU23760,coaA,1.086441041
BSU23770,dsdA,0.996417409
BSU23780,yqjQ,0.964031288
BSU23790,yqjP,0.843525538
BSU23800,proI,0.900052247
BSU23810,yqjN,0.917836677
BSU23820,yqjM,0.825323711
BSU23830,yqjL,1.081469762
BSU23850,zwf,0.519236647
BSU23860,gndA,0.719499349
BSU23870,polYA,0.982462812
BSU23880,yqzJ,1.238211251
BSU23890,oxaAB,0.808278569
BSU23900,yqjF,1.142775187
BSU23910,yqjE,1.203024993
BSU23920,yqjD,1.086879398
BSU23930,yqjC,0.853218257
BSU23940,yqjB,0.970462584
BSU23950,yqjA,0.866863552
BSU23960,artR,0.93847764
BSU23970,artQ,1.060257311
BSU23980,artP,1.079762708
BSU23990,yqiW,0.983349318
BSU24000,bmrU,1.004686198
BSU24020,bmrR,0.927741396
BSU24040,bkdAB,0.232844034
BSU24060,lpdV,0.819737371
BSU24070,buk,0.993088194
BSU24080,bcd,0.964631429
BSU24090,ptb,0.981478809
BSU24100,bkdR,0.817851339
BSU24110,yqzF,0.701908647
BSU24120,prpB,1.078751919
BSU24130,prpD,1.134403945
BSU24140,prpC,1.236728842
BSU24150,mmgC,1.126494071
BSU24160,mmgB,1.118436865
BSU24170,mmgA,1.005072875
BSU24180,yqiK,0.89690696
BSU24190,yqiI,1.012808955
BSU24200,yqiH,1.010999805
BSU24220,spo0A,0.000292409
BSU24230,spoIVB,0.027399806
BSU24240,recN,0.981071904
BSU24260,yqxC,0.106901916
BSU24290,xseB,0.823295792
BSU24300,xseA,0.659728276
BSU24330,yqhY,0.181681524
BSU24360,spoIIIAH,0.168265876
BSU24370,spoIIIAG,0.008430549
BSU24380,spoIIIAF,0.025404445
BSU24390,spoIIIAE,0.032309863
BSU24400,spoIIIAD,0.029562993
BSU24410,spoIIIAC,0.036864144
BSU24420,spoIIIAB,0.030358295
BSU24430,spoIIIAA,0.005186581
BSU24440,yqhV,0.986277514
BSU24460,yqhT,0.4484425
BSU24470,yqhS,0.891771273
BSU24480,yqhR,1.003801671
BSU24490,yqhQ,1.092526255
BSU24500,yqhP,0.834418528
BSU24510,yqhO,1.006813709
BSU24540,yqhL,1.026666343
BSU24550,gcvPB,1.162502336
BSU24560,gcvPA,1.09716686
BSU24570,gcvT,1.004517868
BSU24590,yqhG,1.042356238
BSU24600,sinI,0.27232847
BSU24610,sinR,1.244868462
BSU24630,sipW,1.335808056
BSU24640,yqxM,1.111264085
BSU24650,yqzG,1.111824163
BSU24660,yqzE,0.271503981
BSU24670,comGG,1.10858793
BSU24680,comGF,0.980974814
BSU24690,comGE,1.075232785
BSU24700,comGD,1.012436253
BSU24710,comGC,1.126815218
BSU24720,comGB,1.041338281
BSU24730,comGA,1.133459349
BSU24740,yqxL,0.971680831
BSU24750,yqhB,0.996988419
BSU24760,rsbRD,1.037863223
BSU24770,mgsR,0.99506458
BSU24780,yqgY,0.663486839
BSU24790,yqgX,0.999481828
BSU24800,yqgW,0.821130543
BSU24810,yqgV,1.02692692
BSU24820,yqgU,1.026034826
BSU24830,yqgT,0.902269471
BSU24840,yqgS,0.991672199
BSU24850,glcK,0.94867408
BSU24860,yqgQ,1.054559445
BSU24870,glpG,1.055153408
BSU24880,yqgO,1.105287887
BSU24890,yqgN,1.03618866
BSU24900,rpmGA,0.498450692
BSU24910,yqgM,0.865973895
BSU24920,yqgL,0.937212286
BSU24930,yqzD,0.936001952
BSU24940,yqzC,0.948622448
BSU24950,pstBB,0.960626204
BSU24960,pstBA,1.158415784
BSU24970,pstA,0.952595677
BSU24980,pstC,0.847167445
BSU24990,pstS,1.026114004
BSU25000,pbpA,1.037370454
BSU25010,yqgE,0.83938113
BSU25050,yqgA,0.896981049
BSU25060,yqfZ,0.775632548
BSU25080,yqfX,1.001537369
BSU25090,yqfW,0.99429839
BSU25100,zur,0.76451624
BSU25110,yqfU,0.912907631
BSU25120,yqfT,0.3195718
BSU25130,nfo,0.953474873
BSU25140,cshB,0.361421466
BSU25150,yqfQ,1.090800671
BSU25170,yqfO,0.685945366
BSU25180,trmK,0.680206362
BSU25190,cccA,0.764637603
BSU25230,yqxD,0.102615241
BSU25240,yqfL,0.194767813
BSU25250,ccpN,0.90362347
BSU25289,yqzL,0.662642877
BSU25300,cdd,1.127644588
BSU25310,dgkA,0.224700466
BSU25330,yqfF,0.977035366
BSU25340,phoH,0.831513023
BSU25350,yqfD,0.19371422
BSU25360,yqfC,0.786342806
BSU25370,yqfB,0.141206232
BSU25380,yqfA,0.999927278
BSU25390,yqeZ,1.035777066
BSU25400,yqeY,0.76641309
BSU25410,rpsU,0.256172312
BSU25420,yqeW,0.754638208
BSU25430,rimO,0.88272427
BSU25440,rsmE,1.09046005
BSU25450,prmA,1.196886216
BSU25460,dnaJ,0.810560649
BSU25470,dnaK,0.820294257
BSU25480,grpE,0.61984414
BSU25490,hrcA,0.366949869
BSU25500,hemN,0.895938493
BSU25510,lepA,0.602678974
BSU25520,yqxA,0.96715147
BSU25530,spoIIP,0.030054371
BSU25540,gpr,0.99952577
BSU25550,rpsT,0.688747367
BSU25569,yqzM,0.645850989
BSU25570,comEC,0.610091947
BSU25580,comEB,0.792388403
BSU25590,comEA,0.919356408
BSU25600,comER,1.112760966
BSU25610,yqeM,1.014323441
BSU25630,yqeK,0.151576811
BSU25650,yqeI,0.868300857
BSU25700,yqeF,1.080769308
BSU25710,cwlH,1.213522563
BSU25730,yqeC,1.351650183
BSU25740,yqeB,1.021110823
BSU25760,spoIVCB,0.1195882
BSU25770,spoIVCA,0.080197181
BSU25780,arsC,0.940020375
BSU25790,arsB,1.153807011
BSU25800,yqcK,1.050792225
BSU25820,yqcI,1.118387074
BSU25830,rapE,1.014509606
BSU25840,phrE,0.099016445
BSU25850,yqzI,1.039812794
BSU25860,yqcG,0.861055849
BSU25880,yqxJ,1.133878232
BSU25890,yqxI,1.13103424
BSU25900,cwlA,0.965363741
BSU25910,yqxH,0.366314513
BSU25920,yqxG,0.830377086
BSU25930,yqcE,1.03738766
BSU25940,yqcD,1.138824808
BSU25950,yqcC,1.026812022
BSU25960,yqcB,1.065548846
BSU25970,yqcA,0.994545085
BSU25980,yqbT,1.008670738
BSU25990,yqbS,1.020183534
BSU26000,yqbR,1.034863535
BSU26010,yqbQ,1.050015007
BSU26020,yqbP,1.137725668
BSU26030,yqbO,1.110427278
BSU26039,yqbN,1.070340106
BSU26040,yqbN,1.183626578
BSU26050,yqdB,0.879027359
BSU26060,yqbM,1.100477851
BSU26075,yqbK,0.913528911
BSU26089,yqzN,0.941722424
BSU26090,yqbJ,1.001954502
BSU26100,yqbI,1.010583532
BSU26110,yqbH,1.237408637
BSU26120,yqbG,1.075104853
BSU26130,yqbF,1.163255622
BSU26140,yqbE,0.825753877
BSU26150,yqbD,1.025133657
BSU26160,yqbC,1.074475447
BSU26170,yqbB,1.170265464
BSU26180,yqbA,1.121152173
BSU26190,yqaT,0.799147021
BSU26200,yqaS,1.140665534
BSU26210,yqaR,0.965450107
BSU26220,yqaQ,1.167156476
BSU26230,yqaP,1.074675753
BSU26240,yqaO,1.033650942
BSU26250,yqaN,0.935162995
BSU26259,yqzO,0.85706454
BSU26370,yqaC,1.139298997
BSU26380,yqaB,1.12264041
BSU26390,spoIIIC,0.113379713
BSU26400,yrkS,1.136934299
BSU26410,psiE,1.159373703
BSU26420,yrkQ,1.042284886
BSU26430,yrkP,0.974893587
BSU26440,yrkO,1.045336468
BSU26450,yrkN,0.976857317
BSU26470,yrkL,1.001791815
BSU26480,yrkK,1.059410748
BSU26490,yrkJ,1.02284289
BSU26500,yrkI,1.276767001
BSU26510,yrkH,0.864521031
BSU26530,yrkF,0.954050671
BSU26540,yrkE,1.01692671
BSU26550,yrkD,0.568453851
BSU26558,yrzM,1.075555158
BSU26559,yrzN,1.111433263
BSU26560,yrkC,1.075092771
BSU26570,yrkB,1.126634454
BSU26580,bltR,0.93802524
BSU26590,blt,1.092635292
BSU26600,bltD,1.044893515
BSU26610,yrkA,0.917731564
BSU26619,yrzO,0.977715151
BSU26620,yrdR,0.950316314
BSU26630,yrdQ,0.958032226
BSU26640,yrdP,1.027320971
BSU26660,yrdN,1.114929416
BSU26670,gltR,1.044179548
BSU26680,yrdK,1.041150646
BSU26690,brnQ,0.933957255
BSU26700,azlD,1.310166763
BSU26720,azlB,1.465066447
BSU26730,yrdF,1.394705157
BSU26740,cypA,1.086182821
BSU26748,yrdD,1.205509902
BSU26749,yrdD,1.164273742
BSU26750,yrdD,1.071128154
BSU26760,yrdC,1.084950091
BSU26770,yrdB,1.046054386
BSU26780,yrdA,1.295466499
BSU26790,aadK,1.051738889
BSU26800,yrpB,0.92861767
BSU26810,yrpC,0.9360206
BSU26830,yrpE,1.152988363
BSU26840,sigZ,1.086852908
BSU26850,yrpG,1.085176453
BSU26860,yraO,1.064257817
BSU26870,yraN,1.04393908
BSU26880,yraM,1.1323299
BSU26900,yraL,1.027135736
BSU26910,yraK,1.044862544
BSU26920,yraJ,0.948392285
BSU26930,yraI,0.923922076
BSU26940,yraH,1.025575381
BSU26950,yraG,0.952582227
BSU26960,yraF,1.11139804
BSU26970,adhB,0.940971909
BSU26980,yraE,1.137801758
BSU26990,yraD,1.114335533
BSU27000,yraB,1.086971419
BSU27009,yrzP,1.294222179
BSU27010,adhA,1.003962291
BSU27020,yraA,1.058333324
BSU27030,sacC,1.071911723
BSU27040,levG,1.024828333
BSU27050,levF,0.941464024
BSU27060,levE,0.559499037
BSU27070,levD,0.72411153
BSU27080,levR,1.000180383
BSU27090,aapA,0.952582476
BSU27100,yrhP,1.0598087
BSU27110,yrhO,0.971005082
BSU27120,sigV,1.022606674
BSU27130,rsiV,0.607224113
BSU27140,oatA,0.910767399
BSU27150,yrhK,1.066316549
BSU27160,cypB,0.70010092
BSU27170,bscR,0.909829831
BSU27180,yrhH,1.225693392
BSU27190,yrzI,0.982193905
BSU27200,yrhG,1.109074025
BSU27210,yrhF,1.040958507
BSU27220,yrhE,1.170463466
BSU27240,yrhC,1.010734971
BSU27250,mccB,0.93969555
BSU27260,mccA,0.921477111
BSU27270,mtnN,0.45974262
BSU27280,yrrT,1.023316203
BSU27290,yrzA,1.115559683
BSU27300,yrrS,0.948777934
BSU27310,pbpI,0.872212675
BSU27320,greA,0.717230844
BSU27330,udk,1.060207319
BSU27340,yrrO,0.899375616
BSU27350,yrrN,0.826666227
BSU27360,yrrM,1.054533877
BSU27370,yrrL,0.903457698
BSU27380,yrzB,1.092698749
BSU27390,yrrK,0.175012157
BSU27400,yrzL,0.184219177
BSU27420,yrrI,0.75815115
BSU27430,glnQ,0.793893934
BSU27440,glnH,0.945538848
BSU27450,glnM,0.870999872
BSU27460,glnP,0.944130659
BSU27469,yrzR,0.91031298
BSU27470,yrrD,1.08785457
BSU27480,yrrC,0.656515196
BSU27490,yrrB,0.810858195
BSU27520,cymR,1.33856008
BSU27530,yrvN,0.969695211
BSU27540,yrvM,1.310673974
BSU27570,yrzK,0.910672329
BSU27580,yrvJ,0.761163868
BSU27590,dtd,1.081597965
BSU27600,relA,0.373277023
BSU27610,apt,1.176593945
BSU27620,recJ,1.013680096
BSU27630,yrvD,0.940822242
BSU27640,yrvC,1.0779513
BSU27650,secDF,0.719695834
BSU27660,comN,0.864306892
BSU27670,spoVB,0.295263617
BSU27680,yrbG,0.915503718
BSU27690,yrzE,0.924292445
BSU27700,yrbF,1.002646876
BSU27710,tgt,0.796612571
BSU27720,queA,0.712564177
BSU27729,yrzS,0.929457625
BSU27750,bofC,1.110185269
BSU27760,csbX,1.033506733
BSU27770,yrbE,1.045560599
BSU27785,yrzF,0.973858612
BSU27800,yrzH,1.045667409
BSU27809,yrzT,0.927635435
BSU27810,yrbD,0.946884747
BSU27820,yrbC,1.169789946
BSU27830,coxA,0.9496796
BSU27840,safA,0.229703718
BSU27850,nadA,1.174436322
BSU27860,nadC,1.295686532
BSU27870,nadB,1.110438672
BSU27880,nifS,1.242169663
BSU27890,nadR,0.825645347
BSU27900,pheA,0.211172782
BSU27910,yszB,0.985844571
BSU27930,spo0B,0.00606442
BSU27970,spoIVFB,0.065735387
BSU27980,spoIVFA,0.093253735
BSU27990,minD,0.309310037
BSU28000,minC,0.901736678
BSU28040,radC,0.712048785
BSU28050,maf,0.894757795
BSU28060,spoIIB,0.14233171
BSU28070,comC,1.171731318
BSU28099,yszA,0.962678607
BSU28100,ysxE,0.476764562
BSU28110,spoVID,0.387382356
BSU28160,hemX,0.646505055
BSU28180,ysxD,0.973596465
BSU28200,lonA,1.190703821
